stand_type,easting,northing,long,lat,stand_numbers,geom,stand_location
Sheffield Stand,315889.0,234219.0,-6.260638968005112,53.345739964888445,5,"53.345739964888445, -6.260638968005112","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,317306.0,233902.0,-6.239490686524131,53.34258107950228,7,"53.34258107950228, -6.239490686524131","Gallery Quay, Pearse Street, South Dock ED, Dublin, County Dublin, Leinster, D02 HP83, Éire / Ireland"
Sheffield Stand,315222.0,233780.0,-6.270808698579215,53.34194289661981,7,"53.34194289661981, -6.270808698579215","1-3, Ross Road, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 V5Y4, Éire / Ireland"
Sheffield Stand,315173.0,232633.0,-6.271960649103325,53.331652446980435,6,"53.331652446980435, -6.271960649103325","Bloomfield Cottages, Portobello, Wood Quay B ED, Dublin, Dublin 8, Leinster, D08 A362, Éire / Ireland"
Sheffield Stand,314352.0,232604.0,-6.284288447617458,53.33156982849189,3,"53.33156982849189, -6.284288447617458","213, South Circular Road, Merchants Quay F ED, Dublin, County Dublin, Leinster, D08 EP02, Éire / Ireland"
Sheffield Stand,315252.0,233695.0,-6.270389412850157,53.3411729928504,4,"53.3411729928504, -6.270389412850157","Block F, Bride Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,315259.0,233607.0,-6.270316366842928,53.34038115039052,4,"53.34038115039052, -6.270316366842928","The Castle, Bull Alley Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,315493.0,235385.0,-6.266156925967516,53.35629816676595,7,"53.35629816676595, -6.266156925967516","7, Blessington Street, Inns Quay B ED, Dublin, County Dublin, Leinster, D01 W2C9, Éire / Ireland"
Sheffield Stand,315293.0,233513.0,-6.269840355633641,53.33952954614915,4,"53.33952954614915, -6.269840355633641","Canon Court, Bride Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,315629.0,233299.0,-6.264876560791421,53.33753439666361,4,"53.33753439666361, -6.264876560791421","Cuffe Street, Royal Exchange B ED, Dublin, Dublin 2, Leinster, D02 HY84, Éire / Ireland"
Sheffield Stand,316875.0,238875.0,-6.244122254028806,53.387337600659826,5,"53.387337600659826, -6.244122254028806","215, Swords Road, Whitehall, Whitehall B ED, Dublin, County Dublin, Leinster, D09 KP73, Éire / Ireland"
Sheffield Stand,318995.0,239861.0,-6.211904556063962,53.39571957993084,5,"53.39571957993084, -6.211904556063962","Northside Shopping Centre, Oscar Traynor Road, Kilmore B ED, Dublin, County Dublin, Leinster, D05 N7F2, Éire / Ireland"
Sheffield Stand,314482.0,233536.0,-6.282001591608012,53.33991201356415,6,"53.33991201356415, -6.282001591608012","Braithwaite Street, Merchants Quay C ED, Dublin, Dublin 8, Leinster, D08 XH90, Éire / Ireland"
Sheffield Stand,315270.0,233567.0,-6.270165847633449,53.340019520587,3,"53.340019520587, -6.270165847633449","St Patrick's Park Tea Gardens, Bride Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,316590.0,235202.0,-6.249756924068482,53.35441421120788,6,"53.35441421120788, -6.249756924068482","Citizens Information Centre, 4, Buckingham Street Upper, Mountjoy A ED, Dublin, County Dublin, Leinster, D01 PT99, Éire / Ireland"
Sheffield Stand,313298.0,232374.0,-6.300183705908212,53.329730618383984,6,"53.329730618383984, -6.300183705908212","Crumlin Shopping Centre, Crumlin Road, Crumlin, Crumlin B ED, Dublin, County Dublin, Leinster, D12 YK06, Éire / Ireland"
Sheffield Stand,313115.0,232300.0,-6.302955521768874,53.329105117012105,6,"53.329105117012105, -6.302955521768874","Crumlin College of Further Education, Crumlin Road, Crumlin, Crumlin B ED, Dublin, County Dublin, Leinster, D12 R8N2, Éire / Ireland"
Sheffield Stand,312199.0,231356.0,-6.31703135765399,53.320821668404975,5,"53.320821668404975, -6.31703135765399","Fusion, Saint Agnes Road (Crumlin Village), Drimnagh, Crumlin, Walkinstown C ED, Dublin, County Dublin, Leinster, D12 EC60, Éire / Ireland"
Sheffield Stand,311995.0,231583.0,-6.320011115112429,53.32290353539277,5,"53.32290353539277, -6.320011115112429","Saint Mary's Road, Crumlin, Walkinstown B ED, Dublin, Dublin 12, Leinster, D12 YFV0, Éire / Ireland"
Sheffield Stand,313131.0,238505.0,-6.300498864903815,53.38482894681931,8,"53.38482894681931, -6.300498864903815","Farnham Drive, Finglas South B ED, Dublin, Dublin 11, Leinster, D11 K254, Éire / Ireland"
Sheffield Stand,316436.0,239100.0,-6.25063410350152,53.38945511748486,8,"53.38945511748486, -6.25063410350152","Santry Garda Station, Shanowen Road, Santry, Whitehall B ED, Dublin, County Dublin, Leinster, D09 W104, Éire / Ireland"
Sheffield Stand,316786.0,235513.0,-6.246700172405618,53.35716402754617,8,"53.35716402754617, -6.246700172405618","St. Vincents Boy's Primary School, William Street North, North William Street Flats, North Strand, Ballybough A ED, Dublin, County Dublin, Leinster, D01 Y751, Éire / Ireland"
Sheffield Stand,315229.0,233395.0,-6.2708435983899635,53.33848372597099,7,"53.33848372597099, -6.2708435983899635","Kevin Street Upper, Wood Quay A ED, Dublin, Dublin 8, Leinster, D08 W2V0, Éire / Ireland"
Sheffield Stand,309748.0,233690.0,-6.352987642601547,53.342297182387455,7,"53.342297182387455, -6.352987642601547","More 4 Less, Ballyfermot Road, Ballyfermot B ED, Dublin, County Dublin, Leinster, D10 FA31, Éire / Ireland"
Sheffield Stand,312313.0,233456.0,-6.3145778631342715,53.339657887129,5,"53.339657887129, -6.3145778631342715","La Boulangerie Cafe, Bulfin Road, Bulfin Estate, Kilmainham C ED, Dublin, County Dublin, Leinster, D08 FF97, Éire / Ireland"
Sheffield Stand,310915.0,232633.0,-6.335844204953815,53.33256093796609,8,"53.33256093796609, -6.335844204953815","Bluebell Road, Bluebell, Ballyfermot G ED, Dublin, Dublin 12, Leinster, D12 Y2EP, Éire / Ireland"
Sheffield Stand,312610.0,233564.0,-6.31008274986362,53.34056478574639,5,"53.34056478574639, -6.31008274986362","154 Q, Emmet Road, Kilmainham C ED, Dublin, County Dublin, Leinster, D08 CK70, Éire / Ireland"
Sheffield Stand,312893.0,232185.0,-6.306326923614395,53.32811963623306,5,"53.32811963623306, -6.306326923614395","203, Crumlin Road, Crumlin, Crumlin D ED, Dublin, County Dublin, Leinster, D12 R8N2, Éire / Ireland"
Sheffield Stand,311340.0,231700.0,-6.329795155408136,53.32409234025974,9,"53.32409234025974, -6.329795155408136","Slievebloom Park, Walkinstown A ED, Dublin, Dublin 12, Leinster, D12 PH32, Éire / Ireland"
Sheffield Stand,311868.0,231899.0,-6.321804719259391,53.32576840500577,6,"53.32576840500577, -6.321804719259391","Errigal Road, Crumlin, Crumlin F ED, Dublin, Dublin 12, Leinster, D12 XF88, Éire / Ireland"
Sheffield Stand,317894.0,236387.0,-6.229742078243122,53.364767528927594,5,"53.364767528927594, -6.229742078243122","1, Saint Aidan's Park Road, Marino, Fairview, Clontarf West D ED, Dublin, County Dublin, Leinster, D03 VW10, Éire / Ireland"
Sheffield Stand,319971.0,235910.0,-6.198739055435368,53.36001703816966,6,"53.36001703816966, -6.198739055435368","179, Clontarf Road, Clontarf, Clontarf East C ED, Dublin, County Dublin, Leinster, D03 P6D0, Éire / Ireland"
Sheffield Stand,316523.0,234236.0,-6.251117920129724,53.34575351565171,5,"53.34575351565171, -6.251117920129724","George's Court, 54-62, Townsend Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 R156, Éire / Ireland"
Sheffield Stand,316230.0,232077.0,-6.256306546183233,53.326428274331036,6,"53.326428274331036, -6.256306546183233","3, Ranelagh, Rathmines East A ED, Dublin, County Dublin, Leinster, D06 Y027, Éire / Ireland"
Sheffield Stand,317549.0,233264.0,-6.236080718561142,53.336797491418636,5,"53.336797491418636, -6.236080718561142","98, Haddington Road, Pembroke West A ED, Dublin, County Dublin, Leinster, D04 T295, Éire / Ireland"
Sheffield Stand,318646.0,237471.0,-6.218045137572867,53.37433444329319,5,"53.37433444329319, -6.218045137572867","Le Chéile - Donnycarney Community & Youth Centre, Collins Avenue East, Donnycarney, Clontarf West B ED, Dublin, County Dublin, Leinster, D05 Y4T8, Éire / Ireland"
Sheffield Stand,317912.0,232263.0,-6.231006323152259,53.32772711231801,5,"53.32772711231801, -6.231006323152259","Clyde Room, Anglesea Road, Ballsbridge, Pembroke East E ED, Dublin, County Dublin, Leinster, D04 T3Y7, Éire / Ireland"
Sheffield Stand,315406.0,233305.0,-6.268220448016447,53.337636912205134,10,"53.337636912205134, -6.268220448016447","Dublin City Public Libraries - Kevin Street Branch, Kevin Street Lower, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 TD99, Éire / Ireland"
Sheffield Stand,314343.0,235894.0,-6.283236344167053,53.36111911475254,4,"53.36111911475254, -6.283236344167053","Ascot Dry Cleaners, Cabra Road, Cabra East, Cabra East B ED, Dublin, County Dublin, Leinster, D07 W56R, Éire / Ireland"
Sheffield Stand,316452.0,234124.0,-6.252224612835026,53.34476328304439,10,"53.34476328304439, -6.252224612835026","38, Pearse Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 N966, Éire / Ireland"
Sheffield Stand,315162.0,232965.0,-6.272005121367148,53.334636503467486,5,"53.334636503467486, -6.272005121367148","Daniel Street, Wood Quay B ED, Dublin, Dublin 8, Leinster, D08 YK26, Éire / Ireland"
Sheffield Stand,316929.0,233846.0,-6.245168753224137,53.342161523270065,5,"53.342161523270065, -6.245168753224137","32, Erne Street Upper, Mansion House A ED, Dublin, County Dublin, Leinster, D02 K302, Éire / Ireland"
Sheffield Stand,315623.0,232607.0,-6.265218898803382,53.33132093385589,5,"53.33132093385589, -6.265218898803382","1, Lennox Street, Portobello, Saint Kevin's ED, Dublin, County Dublin, Leinster, D08 E0C0, Éire / Ireland"
Sheffield Stand,316556.0,233511.0,-6.25088927372265,53.339235170213406,9,"53.339235170213406, -6.25088927372265","78, Merrion Square South, Dublin, County Dublin, Leinster, D02 KF79, Éire / Ireland"
Sheffield Stand,316655.0,234059.0,-6.249202076922009,53.34413485408386,3,"53.34413485408386, -6.249202076922009","The Lombard, Lombard Street East, Mansion House A ED, Dublin, County Dublin, Leinster, D02 Y729, Éire / Ireland"
Sheffield Stand,313324.0,230687.0,-6.3003960683455285,53.314573996088605,6,"53.314573996088605, -6.3003960683455285","The Four Provinces, 25, Ravensdale Park, Kimmage, Kimmage (pt. Crumlin C.P.), Kimmage D ED, Dublin, County Dublin, Leinster, D12 X965, Éire / Ireland"
Sheffield Stand,317559.0,232854.0,-6.236082673066509,53.33311316690639,8,"53.33311316690639, -6.236082673066509","Wavendon, 69, Northumberland Road, Pembroke West C ED, Dublin, County Dublin, Leinster, D04 PF51, Éire / Ireland"
Sheffield Stand,312316.0,231197.0,-6.3153327041823974,53.319368887416324,4,"53.319368887416324, -6.3153327041823974","Brighede & The Caileach, Saint Agnes Road (Crumlin Village), Drimnagh, Crumlin, Walkinstown C ED, Dublin, County Dublin, Leinster, D12 EC60, Éire / Ireland"
Sheffield Stand,316084.0,233011.0,-6.2581548422111695,53.33484839819185,3,"53.33484839819185, -6.2581548422111695","National Concert Hall visitor parking, Earlsfort Terrace, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 K710, Éire / Ireland"
Sheffield Stand,315498.0,233384.0,-6.266811224121908,53.338326351007055,9,"53.338326351007055, -6.266811224121908","Bishop's Square, Kevin Street Lower, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 TD99, Éire / Ireland"
Sheffield Stand,315609.0,232122.0,-6.26560569334608,53.32696825466572,7,"53.32696825466572, -6.26560569334608","Saint Mary's College C.S.Sp., 73-79, Rathmines Road Lower, Rathmines, Rathmines West A ED, Dublin, County Dublin, Leinster, D06 HP38, Éire / Ireland"
Sheffield Stand,316675.0,234038.0,-6.248909668375047,53.34394185160278,4,"53.34394185160278, -6.248909668375047","Goldsmith Hall (Trinity College Dublin), Pearse Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 FP30, Éire / Ireland"
Sheffield Stand,315214.0,233734.0,-6.2709454695777955,53.3415315154735,5,"53.3415315154735, -6.2709454695777955","Iveagh Baths, Bride Road, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 V5Y4, Éire / Ireland"
Sheffield Stand,315379.0,235430.0,-6.267851830292452,53.356727165283814,7,"53.356727165283814, -6.267851830292452","26, Blessington Street, Inns Quay B ED, Dublin, County Dublin, Leinster, D01 W2C9, Éire / Ireland"
Sheffield Stand,315053.0,233137.0,-6.273578131727439,53.33620490542689,4,"53.33620490542689, -6.273578131727439","Old Mill Court, Clanbrassil Street Lower, Merchants Quay D ED, Dublin, County Dublin, Leinster, D08 YK26, Éire / Ireland"
Sheffield Stand,315082.0,233231.0,-6.27310888733377,53.337042812734,4,"53.337042812734, -6.27310888733377","Block 400, Cathedral Court, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 CPW3, Éire / Ireland"
Sheffield Stand,314966.0,235881.0,-6.273887872220562,53.36086740423012,6,"53.36086740423012, -6.273887872220562","343, North Circular Road, Cabra East A ED, Dublin, County Dublin, Leinster, D07 C9HE, Éire / Ireland"
Sheffield Stand,316649.0,234078.0,-6.249285125635806,53.344306810784694,3,"53.344306810784694, -6.249285125635806","Lombard Pharmacy, 32, Lombard Street East, Mansion House A ED, Dublin, County Dublin, Leinster, D02 Y729, Éire / Ireland"
Sheffield Stand,317187.0,234053.0,-6.241220613404422,53.343963517734586,5,"53.343963517734586, -6.241220613404422","Flyefit, Hanover Street East, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 X525, Éire / Ireland"
Sheffield Stand,316438.0,234252.0,-6.252387684355389,53.34591590480698,4,"53.34591590480698, -6.252387684355389","George's Quay House, Townsend Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 VX62, Éire / Ireland"
Sheffield Stand,315191.0,234743.0,-6.270923842106771,53.35059824223074,5,"53.35059824223074, -6.270923842106771","Technological University Dublin - Linenhall, Henrietta Place, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 PR5X, Éire / Ireland"
Sheffield Stand,316986.0,233963.0,-6.244270213992566,53.343199686551905,4,"53.343199686551905, -6.244270213992566","FreeWheeling, 96, Pearse Street, South Dock ED, Dublin, County Dublin, Leinster, D02 RK37, Éire / Ireland"
Sheffield Stand,321656.0,236749.0,-6.173121459537598,53.367166980285646,5,"53.367166980285646, -6.173121459537598","Kinane Insurance Group, Mount Prospect Avenue, Clontarf East B ED, Dublin, County Dublin, Leinster, D03 YH36, Éire / Ireland"
Sheffield Stand,314548.0,233372.0,-6.281070469091077,53.33842486812081,6,"53.33842486812081, -6.281070469091077","The People Of Weavers Square, Cork Street, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 XH90, Éire / Ireland"
Sheffield Stand,314612.0,233400.0,-6.280100012996965,53.33866249091214,4,"53.33866249091214, -6.280100012996965","Guild Building, Ardee Street, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 XH90, Éire / Ireland"
Sheffield Stand,314618.0,233382.0,-6.280016488741162,53.33849953555845,5,"53.33849953555845, -6.280016488741162","Southgate, Cork Street, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 XH90, Éire / Ireland"
Sheffield Stand,316822.0,230505.0,-6.248004680446549,53.312180244106735,4,"53.312180244106735, -6.248004680446549","Maple Hall, Milltown Road, Milltown, Rathmines East B ED, Dublin, County Dublin, Leinster, D06 H020, Éire / Ireland"
Sheffield Stand,313802.0,235045.0,-6.2916636161334685,53.353610868273904,5,"53.353610868273904, -6.2916636161334685","41, Arklow Street, Oxmantown, Arran Quay D ED, Dublin, County Dublin, Leinster, D07 E1RD, Éire / Ireland"
Sheffield Stand,313700.0,235146.0,-6.293158446615208,53.354539864027906,4,"53.354539864027906, -6.293158446615208","Bruno's take away, Oxmantown Road, Oxmantown, Arran Quay D ED, Dublin, County Dublin, Leinster, D07 E1RD, Éire / Ireland"
Sheffield Stand,314444.0,234567.0,-6.282199506522638,53.349179586393234,4,"53.349179586393234, -6.282199506522638","Law Society of Ireland, Blackhall Place, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 A382, Éire / Ireland"
Sheffield Stand,316091.0,235696.0,-6.2570661451301754,53.35896039364928,5,"53.35896039364928, -6.2570661451301754","Spar, Portland Street North, Ballybough B ED, Dublin, County Dublin, Leinster, D01 PK61, Éire / Ireland"
Sheffield Stand,314174.0,233211.0,-6.2867404137600795,53.33705967525544,4,"53.33705967525544, -6.2867404137600795","Centra, Cork Street, Ushers C ED, Dublin, County Dublin, Leinster, D08 WN40, Éire / Ireland"
Sheffield Stand,321274.0,238010.0,-6.1783736386070975,53.37857895837086,5,"53.37857895837086, -6.1783736386070975","Raheny GAA Club, All Saints Drive, Raheny, Clontarf East A ED, Dublin, County Dublin, Leinster, D05 FW31, Éire / Ireland"
Sheffield Stand,315111.0,233376.0,-6.272621107429774,53.338338744611775,4,"53.338338744611775, -6.272621107429774","Kevin Street, New Street South, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 W2V0, Éire / Ireland"
Sheffield Stand,315789.0,233385.0,-6.262444390356217,53.33827180186224,4,"53.33827180186224, -6.262444390356217","Shanahan's, 119, St. Stephen's Green, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 VH98, Éire / Ireland"
Sheffield Stand,315065.0,236249.0,-6.272267828603317,53.36415085342998,3,"53.36415085342998, -6.272267828603317","Cross Guns Quay, Phibsborough Road, Phibsborough, Cabra East A ED, Dublin, County Dublin, Leinster, D07 VX23, Éire / Ireland"
Sheffield Stand,323240.0,237106.0,-6.149199819761644,53.37000639425705,27,"53.37000639425705, -6.149199819761644","St Anne's Golf Club, Causeway Road, Raheny St. Assam ED, Dublin, County Dublin, Leinster, D13 F85P, Éire / Ireland"
Sheffield Stand,313634.0,234433.0,-6.294404924152834,53.34815058412579,5,"53.34815058412579, -6.294404924152834","Londis, Parkgate Street, Islandbridge, Arran Quay D ED, Dublin, County Dublin, Leinster, D08 XR94, Éire / Ireland"
Sheffield Stand,314504.0,233955.0,-6.281520105945468,53.34367027699371,10,"53.34367027699371, -6.281520105945468","Robert Emmet Close, Ushers B ED, Dublin, Dublin 8, Leinster, D08 R596, Éire / Ireland"
Temporary Racks,315842.0,234575.0,-6.261214179696953,53.348947429882806,13,"53.348947429882806, -6.261214179696953","Princes Street / O'Connell Street, Prince's Street North, North City ED, Dublin, County Dublin, Leinster, D01 F5P2, Éire / Ireland"
Temporary Racks,315638.0,234524.0,-6.264294584166812,53.348533996948134,15,"53.348533996948134, -6.264294584166812","Marks & Spencer, 24-29, Mary Street, North City ED, Dublin, County Dublin, Leinster, D01 HW54, Éire / Ireland"
Temporary Racks,316896.0,235414.0,-6.245085447575838,53.356250652709974,10,"53.356250652709974, -6.245085447575838","50-70, William Street North, North William Street Flats, North Strand, Ballybough A ED, Dublin, County Dublin, Leinster, D01 HN36, Éire / Ireland"
Sheffield Stand,313636.0,234431.0,-6.294375623943918,53.348132192919024,3,"53.348132192919024, -6.294375623943918","Londis, Parkgate Street, Islandbridge, Arran Quay D ED, Dublin, County Dublin, Leinster, D08 XR94, Éire / Ireland"
Sheffield Stand,317511.0,231707.0,-6.237227688427172,53.322822883383616,8,"53.322822883383616, -6.237227688427172","138, Morehampton Road, Pembroke West B ED, Dublin, County Dublin, Leinster, D04 HX46, Éire / Ireland"
Temporary Racks,316389.0,233800.0,-6.253289047115594,53.34186734855113,10,"53.34186734855113, -6.253289047115594","Trinity College Dublin, 6-9, Leinster Street South, Mansion House A ED, Dublin, County Dublin, Leinster, D02 CY95, Éire / Ireland"
Sheffield Stand,313071.0,233698.0,-6.30311711388114,53.34167003471996,5,"53.34167003471996, -6.30311711388114","The Royal Oak, 11, Kilmainham Lane, Kilmainham, Ushers A ED, Dublin, County Dublin, Leinster, D08 DK2K, Éire / Ireland"
Sheffield Stand,313613.0,230724.0,-6.2960487007676145,53.314844441814536,2,"53.314844441814536, -6.2960487007676145","The Medical Practice, 335, Kimmage Road Lower, Kimmage (pt. Rathfarnham C.P.), Kimmage D ED, Dublin, County Dublin, Leinster, D12 X965, Éire / Ireland"
Sheffield Stand,315394.0,234637.0,-6.267915542650641,53.3496020661839,6,"53.3496020661839, -6.267915542650641","Wolfe Tone 110kV Substation, Wolfe Tone Street, North City ED, Dublin, County Dublin, Leinster, D01 K5N8, Éire / Ireland"
Sheffield Stand,315494.0,232723.0,-6.267111995373138,53.33239085309552,5,"53.33239085309552, -6.267111995373138","15, Harrington Street, Portobello, Saint Kevin's ED, Dublin, County Dublin, Leinster, D08 DR60, Éire / Ireland"
Sheffield Stand,317524.0,233743.0,-6.236278258884511,53.34110481309789,5,"53.34110481309789, -6.236278258884511","34, Barrow Street, South Dock ED, Dublin, County Dublin, Leinster, D04 R674, Éire / Ireland"
Sheffield Stand,316885.0,230655.0,-6.247004731281662,53.31351348414082,5,"53.31351348414082, -6.247004731281662","The Enchanted Florist, Milltown Road, Milltown, Rathmines East B ED, Dublin, County Dublin, Leinster, D06 H020, Éire / Ireland"
Sheffield Stand,315969.0,233237.0,-6.259797623459747,53.33690325844613,3,"53.33690325844613, -6.259797623459747","Newman House, St. Stephen's Green, Dublin, County Dublin, Leinster, D02 HD86, Éire / Ireland"
Sheffield Stand,316066.0,232961.0,-6.258443210891073,53.33440329940074,4,"53.33440329940074, -6.258443210891073","National Concert Hall visitor parking, Earlsfort Terrace, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 K710, Éire / Ireland"
Sheffield Stand,315096.0,234244.0,-6.272530999205198,53.34613743330997,8,"53.34613743330997, -6.272530999205198","Chancery Place Courthouse, Chancery Place, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 E624, Éire / Ireland"
Sheffield Stand,320138.0,238414.0,-6.195281310260631,53.38246631413491,9,"53.38246631413491, -6.195281310260631","Scoil Neasáin, McAuley Avenue, Coolock D ED, Dublin, County Dublin, Leinster, D05 HE37, Éire / Ireland"
Sheffield Stand,315506.0,231576.0,-6.26734956312207,53.32208713828467,5,"53.32208713828467, -6.26734956312207","Deales Morton Group, 11, Wynnefield Road, Rathmines West F ED, Dublin, County Dublin, Leinster, D06 C5H0, Éire / Ireland"
Sheffield Stand,316176.0,233088.0,-6.256746284357314,53.33551975613906,3,"53.33551975613906, -6.256746284357314","St. Stephens Green House, Earlsfort Terrace, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 K710, Éire / Ireland"
Sheffield Stand,317906.0,235245.0,-6.229987154565112,53.354508921921585,3,"53.354508921921585, -6.229987154565112","Beckett Building, East Road, Marino, Fairview, North Dock B ED, Dublin, County Dublin, Leinster, D01 Y161, Éire / Ireland"
Sheffield Stand,313598.0,236540.0,-6.2941894154856435,53.36708125196745,4,"53.36708125196745, -6.2941894154856435","40, Fassaugh Avenue, Cabra, Cabra West B ED, Dublin, County Dublin, Leinster, D07 VX44, Éire / Ireland"
Sheffield Stand,315579.0,232925.0,-6.265763123648204,53.334186457173146,5,"53.334186457173146, -6.265763123648204","1, Grantham Street, The Liberties, Saint Kevin's ED, Dublin, County Dublin, Leinster, D08 W8HD, Éire / Ireland"
Sheffield Stand,317166.0,232894.0,-6.241964089215368,53.33355945535105,4,"53.33355945535105, -6.241964089215368","1, Saint Mary's Road, Pembroke West C ED, Dublin, County Dublin, Leinster, D04 F9V2, Éire / Ireland"
Sheffield Stand,317682.0,235489.0,-6.2332588394127715,53.35675005434455,3,"53.35675005434455, -6.2332588394127715","One Gateway, East Wall Road, Marino, Fairview, North Dock B ED, Dublin, County Dublin, Leinster, D03 DC92, Éire / Ireland"
Sheffield Stand,318095.0,234697.0,-6.227354472642216,53.34954538368869,5,"53.34954538368869, -6.227354472642216","Point Square Dublin, East Wall Road, North Wall, North Dock B ED, Dublin, County Dublin, Leinster, D01 CF99, Éire / Ireland"
Sheffield Stand,314639.0,238295.0,-6.277922523098917,53.38261820418988,4,"53.38261820418988, -6.277922523098917","Ballygall Credit Union Ltd., Fitzmaurice Avenue, Ballygall B ED, Dublin, County Dublin, Leinster, D11 VK64, Éire / Ireland"
Sheffield Stand,317004.0,234984.0,-6.243623082442785,53.35236506935219,3,"53.35236506935219, -6.243623082442785","1, Oriel Street Upper, Sheriff Street, North Dock C ED, Dublin, County Dublin, Leinster, D01 T8Y1, Éire / Ireland"
Sheffield Stand,317092.0,233109.0,-6.242994939444279,53.335506683041665,5,"53.335506683041665, -6.242994939444279","AIB Investment House, Percy Place, Pembroke West C ED, Dublin, County Dublin, Leinster, D04 P5W8, Éire / Ireland"
Sheffield Stand,315344.0,233691.0,-6.269010307732615,53.34111704211279,3,"53.34111704211279, -6.269010307732615","Castle Way Apartments, Chancery Lane, Royal Exchange A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,316939.0,235061.0,-6.244570295632839,53.353070948647755,5,"53.353070948647755, -6.244570295632839","Dublin Dockland Boxing Club, Seville Place, Sheriff Street, North Dock C ED, Dublin, County Dublin, Leinster, D01 HN36, Éire / Ireland"
Sheffield Stand,316082.0,232906.0,-6.258223285570966,53.33390584693246,4,"53.33390584693246, -6.258223285570966","Earlsfort Centre, Convent Place, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 CC60, Éire / Ireland"
Sheffield Stand,316270.0,234157.0,-6.254943822854975,53.34509963959229,4,"53.34509963959229, -6.254943822854975","Áras an Phiarsaigh, Park Lane, Mansion House A ED, Dublin, County Dublin, Leinster, D02 VX62, Éire / Ireland"
Sheffield Stand,317055.0,233661.0,-6.243346283570614,53.34047224824502,5,"53.34047224824502, -6.243346283570614","O'Briens, Hogan Place, South Dock ED, Dublin, County Dublin, Leinster, D02 HD59, Éire / Ireland"
Sheffield Stand,315961.0,232897.0,-6.260041996075904,53.333851517580946,3,"53.333851517580946, -6.260041996075904","1 Upper Hatch Street, Hatch Street Upper, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 T380, Éire / Ireland"
Sheffield Stand,314426.0,234334.0,-6.282553811982594,53.34709091597556,3,"53.34709091597556, -6.282553811982594","Clifden Court, Ellis Quay, Arran Quay C ED, Dublin, County Dublin, Leinster, D08 R596, Éire / Ireland"
Sheffield Stand,313681.0,236523.0,-6.29294924471232,53.36691075072053,3,"53.36691075072053, -6.29294924471232","Buddies Off-Licence, 24, Fassaugh Avenue, Cabra, Cabra West B ED, Dublin, County Dublin, Leinster, D07 VX44, Éire / Ireland"
Sheffield Stand,317922.0,232356.0,-6.230821742627074,53.328560094996966,2,"53.328560094996966, -6.230821742627074","Pembroke Library, Anglesea Road, Ballsbridge, Pembroke East E ED, Dublin, County Dublin, Leinster, D04 T3Y7, Éire / Ireland"
Sheffield Stand,317920.0,232343.0,-6.230856577712745,53.328443790584956,2,"53.328443790584956, -6.230856577712745","Pembroke Library, Anglesea Road, Ballsbridge, Pembroke East E ED, Dublin, County Dublin, Leinster, D04 T3Y7, Éire / Ireland"
Sheffield Stand,315833.0,232910.0,-6.261957691001218,53.33399627013977,4,"53.33399627013977, -6.261957691001218","One Park Place, Two Park Place, Hatch Street Upper, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 T380, Éire / Ireland"
Sheffield Stand,316950.0,236199.0,-6.243984901647076,53.36328861144135,3,"53.36328861144135, -6.243984901647076","Circle K, Richmond Road, Drumcondra South A ED, Dublin, Dublin 3, Leinster, D09 E9R3, Éire / Ireland"
